User_ID,Cluster_ID,tsne_x,tsne_y,pca_x,pca_y,Banned_Categories,Allowed_Categories,Age,Age_Group,Gender,Religion,Mental_Condition,Physical_Condition
0000239,0,-4.002944,-30.125988,20.93679,-25.079996,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",44,middle-aged,male,None,natural disasters,healthy
0000240,2,24.561905,20.049824,19.522432,10.220186,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",25,young adults,male,Christianity,anxiety,healthy
0000241,1,33.741085,-10.666992,19.174974,-33.64196,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",88,elderly,male,Christianity,healthy,intellectual disability
0000242,2,32.288826,17.485579,25.70925,-9.309083,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",59,middle-aged,male,Christianity,healthy,intellectual disability
0000243,2,19.869726,34.366936,21.20848,18.162188,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",24,young adults,male,Islam,healthy,visual impairment
0000244,3,-6.0722213,30.200567,-2.6272163,36.894394,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",18,adolescents,female,Islam,anxiety,visual impairment
0000245,0,-0.62951124,-36.496315,15.599016,-21.319166,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",45,middle-aged,male,None,healthy,intellectual disability
0000246,2,16.439623,3.950392,18.764421,24.676735,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",23,young adults,female,Christianity,depression,healthy
0000247,2,3.7676218,35.821083,24.164469,25.433838,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",33,young adults,female,Islam,anxiety,visual impairment
0000248,0,-3.9926605,-33.417965,22.494528,-24.631664,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']",52,middle-aged,male,None,anxiety,healthy
0000249,3,-9.527633,24.236345,-16.825119,49.668285,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",16,adolescents,female,Islam,healthy,healthy
0000250,3,-17.042467,-6.2654867,-24.586851,17.266642,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",15,adolescents,female,None,depression,intellectual disability
0000251,4,-70.48453,-1.0198054,-51.481445,-17.197138,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],10,children,male,Buddhism,healthy,healthy
0000252,4,-62.48625,-6.0939302,-56.32014,-30.200565,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[],6,children,male,None,depression,intellectual disability
0000253,1,39.063152,-15.452506,7.0287876,-31.516573,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",60,young elderly,male,Buddhism,healthy,visual impairment
0000254,3,-30.467373,13.176369,-20.12136,22.368567,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",16,adolescents,male,Buddhism,healthy,healthy
0000255,2,29.587143,15.342873,26.025377,-11.729383,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",57,middle-aged,male,Christianity,major accidents,intellectual disability
0000256,2,4.86955,35.402267,24.948324,29.628618,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",34,young adults,female,Islam,anxiety,healthy
0000257,1,34.669422,-5.8711567,22.957197,-19.478743,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",64,young elderly,male,Christianity,healthy,healthy
0000258,2,19.079016,39.33433,23.501635,19.411345,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",26,young adults,male,Islam,depression,hearing impairment
0000259,0,2.4028203,-24.33975,21.076902,-5.6880364,"['Propaganda', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Sexuality', 'Shocking']",39,middle-aged,female,None,war,healthy
0000260,3,-21.780283,13.480796,-2.6584716,17.390335,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']",18,adolescents,male,Christianity,war,visual impairment
0000261,2,31.226503,15.543315,24.465006,-1.5699615,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",35,middle-aged,male,Christianity,anxiety,intellectual disability
0000262,1,18.387178,-36.189117,13.729389,-37.010098,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",64,young elderly,male,None,healthy,healthy
0000263,3,-24.663574,8.257175,-21.488766,21.946016,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",15,adolescents,male,Christianity,anxiety,healthy
0000264,3,-3.5228312,10.860362,-5.533673,28.187445,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",18,adolescents,female,Christianity,depression,intellectual disability
0000265,3,-13.066833,-5.068313,-27.77297,23.669485,"['Harassment', 'Sexuality', 'Violence']","['Hate', 'Propaganda', 'Self-Harm', 'Shocking']",13,adolescents,female,None,sexual assault,healthy
0000266,1,24.210815,-8.320855,23.31257,-10.167152,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",65,young elderly,female,Buddhism,healthy,intellectual disability
0000267,2,8.39992,33.114094,29.315521,18.655758,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",37,middle-aged,female,Islam,healthy,visual impairment
0000268,3,-15.836195,-8.729389,-12.5943165,16.927702,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']",18,adolescents,female,None,war,healthy
0000269,2,20.651865,32.15942,28.780724,6.7632804,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",51,middle-aged,male,Islam,healthy,healthy
0000270,3,-3.5032806,12.518715,-16.500477,35.102993,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",15,adolescents,female,Christianity,depression,healthy
0000271,3,-11.119526,12.189407,-25.348621,29.853872,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",13,adolescents,female,Buddhism,healthy,hearing impairment
0000272,4,-64.276054,-17.151588,-54.486774,-47.008648,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",2,infants & toddlers,male,None,natural disasters,visual impairment
0000273,4,-14.668679,-24.60204,-30.912338,-12.320365,"['Harassment', 'Propaganda', 'Shocking', 'Violence']","['Hate', 'Self-Harm', 'Sexuality']",30,young adults,female,None,natural disasters,intellectual disability
0000274,3,-7.0367594,15.421592,-14.470727,33.65311,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",17,adolescents,female,Christianity,healthy,intellectual disability
0000275,2,21.14479,7.512305,28.004591,6.820697,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",35,middle-aged,female,Christianity,natural disasters,healthy
0000276,2,41.349155,11.38112,33.58288,-8.899087,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",53,middle-aged,male,Buddhism,major accidents,healthy
0000277,1,28.329775,-9.591114,23.166355,-13.499536,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",63,young elderly,female,Christianity,healthy,hearing impairment
0000278,2,36.249603,10.894914,23.087454,10.214626,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",25,young adults,male,Buddhism,depression,healthy
0000279,3,-7.084064,28.518375,-15.741617,42.45795,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",14,adolescents,female,Islam,depression,hearing impairment
0000280,2,4.196099,25.869488,-9.0527525,14.100824,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",20,young adults,male,Islam,healthy,intellectual disability
0000281,4,-59.817738,-11.36777,-53.63822,-18.781347,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",8,children,female,None,anxiety,visual impairment
0000282,3,-3.0552893,13.757815,-11.769412,30.156015,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",17,adolescents,female,Christianity,anxiety,hearing impairment
0000283,3,-22.714378,21.367199,-16.137794,32.753254,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",16,adolescents,male,Islam,healthy,hearing impairment
0000284,1,37.36488,-3.1093261,26.081104,-9.812302,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",69,young elderly,male,Islam,healthy,healthy
0000285,2,37.99509,16.273901,17.09866,6.8039093,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",21,young adults,male,Buddhism,healthy,hearing impairment
0000286,2,36.824,14.7383375,21.441662,3.8048725,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",33,young adults,male,Buddhism,healthy,intellectual disability
0000287,1,40.047348,-13.964289,28.502996,-26.722462,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",69,young elderly,male,Buddhism,major accidents,visual impairment
0000288,3,-15.661116,-8.264335,-14.843487,11.750492,"['Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm']",18,adolescents,female,None,natural disasters,healthy
0000289,2,4.4201274,37.689938,30.103714,16.467197,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",46,middle-aged,female,Islam,depression,hearing impairment
0000290,0,1.7992224,-14.36362,19.465425,-11.85556,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",42,middle-aged,male,None,sexual assault,intellectual disability
0000291,2,30.935432,24.503614,19.069153,6.419658,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",32,young adults,male,Christianity,healthy,healthy
0000292,4,-67.31183,-7.819087,-60.038292,-22.06429,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",11,children,male,None,healthy,visual impairment
0000293,0,0.2977278,-22.812643,17.217981,-0.85540354,"['Propaganda', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Sexuality', 'Shocking']",31,young adults,female,None,war,visual impairment
0000294,3,-22.71326,7.998402,-18.494045,20.486681,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",14,adolescents,male,Christianity,depression,visual impairment
0000295,4,-66.02071,-10.197676,-63.969746,-37.823135,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",6,children,male,None,healthy,visual impairment
0000296,2,22.828777,34.78452,31.452179,-1.3543781,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",58,middle-aged,male,Islam,healthy,visual impairment
0000297,3,-21.737524,20.571392,-27.323833,31.675472,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",13,adolescents,male,Islam,healthy,intellectual disability
0000298,0,-1.3409584,-23.645329,10.986129,-3.4521315,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",24,young adults,female,None,major accidents,hearing impairment
0000299,3,-5.3957005,29.487844,-1.1965387,38.007168,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",18,adolescents,female,Islam,depression,hearing impairment
0000300,2,4.0360575,-1.1874802,27.3606,12.467332,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",39,middle-aged,male,Islam,sexual assault,intellectual disability
0000301,1,17.970196,-27.091118,18.592686,-34.902813,"['Propaganda', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Sexuality']",76,elderly,female,None,war,healthy
0000302,3,-22.277887,10.676418,-20.235312,15.834031,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",14,adolescents,male,Christianity,major accidents,visual impairment
0000303,3,-5.499771,16.363928,-22.7346,32.533928,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",14,adolescents,female,Christianity,healthy,visual impairment
0000304,1,25.89575,-10.189014,21.748438,-14.473247,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",67,young elderly,female,Christianity,natural disasters,intellectual disability
0000305,2,29.329363,21.688572,18.505375,5.453671,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",25,young adults,male,Christianity,healthy,visual impairment
0000306,3,-6.3030996,14.617538,-23.295534,34.009895,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",14,adolescents,female,Christianity,healthy,intellectual disability
0000307,1,13.56421,-26.024393,13.6625595,-23.31249,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']","['Hate', 'Sexuality']",61,young elderly,female,None,anxiety,intellectual disability
0000308,2,0.9223518,-2.227268,23.910433,36.723606,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",24,young adults,female,Islam,sexual assault,healthy
0000309,3,-5.4371996,28.026138,1.4401176,44.14711,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",19,adolescents,female,Islam,depression,healthy
0000310,2,16.691158,5.475352,20.994856,19.883091,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",28,young adults,female,Christianity,anxiety,healthy
0000311,0,2.0985563,-29.312666,7.331712,4.807146,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",26,young adults,female,None,healthy,intellectual disability
0000312,0,-6.940678,-31.4613,13.635328,-10.794364,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']",29,young adults,male,None,anxiety,healthy
0000313,4,-56.7296,-0.26863584,-44.76008,5.6334095,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],11,children,female,Christianity,major accidents,hearing impairment
0000314,3,-23.904253,21.150288,-21.805779,35.71786,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",15,adolescents,male,Islam,healthy,healthy
0000315,2,18.857496,38.266087,26.9896,20.153538,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",33,young adults,male,Islam,depression,healthy
0000316,4,-57.29767,1.0604,-46.967834,-2.0496655,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],8,children,female,Christianity,anxiety,hearing impairment
0000317,4,-65.94331,-10.698243,-61.54291,-38.81527,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",5,children,male,None,healthy,visual impairment
0000318,4,-69.4067,-11.023262,-58.73619,-30.640663,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",8,children,male,None,major accidents,healthy
0000319,2,1.1894373,-2.288269,26.45616,32.9897,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",32,young adults,female,Islam,sexual assault,healthy
0000320,2,10.332693,32.90023,27.349707,23.400633,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",37,middle-aged,female,Islam,healthy,healthy
0000321,4,-68.40312,-16.416466,-40.553146,-38.247646,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",0,infants & toddlers,male,None,healthy,visual impairment
0000322,2,26.489279,14.551451,24.504814,-2.0014884,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",34,young adults,male,Christianity,natural disasters,visual impairment
0000323,1,36.44338,-8.930426,25.123827,-28.478287,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",74,young elderly,male,Christianity,natural disasters,healthy
0000324,2,36.249603,10.894914,23.087454,10.214626,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",25,young adults,male,Buddhism,depression,healthy
0000325,2,25.327612,19.89599,16.523449,8.972509,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",22,young adults,male,Christianity,anxiety,hearing impairment
0000326,2,36.794605,12.147632,24.925316,5.517101,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",32,young adults,male,Buddhism,anxiety,healthy
0000327,1,14.373741,-31.99147,14.1201725,-44.294594,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']","['Hate', 'Sexuality']",78,elderly,male,None,anxiety,intellectual disability
0000328,1,14.482372,-36.17872,-3.659465,-46.46441,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",60,young elderly,male,None,major accidents,healthy
0000329,3,-10.391538,1.217676,5.0817266,19.052656,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",19,adolescents,male,Buddhism,sexual assault,visual impairment
0000330,3,-6.5846777,14.134514,-27.6167,33.092083,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",13,adolescents,female,Christianity,healthy,intellectual disability
0000331,1,37.779118,-10.191716,22.857697,-29.348497,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",94,long-lived elderly,male,Christianity,major accidents,healthy
0000332,2,6.797709,36.06875,25.926573,15.77572,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",44,middle-aged,female,Islam,major accidents,intellectual disability
0000333,4,-65.9803,-0.6025997,-48.232258,-16.678064,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],8,children,male,Christianity,natural disasters,hearing impairment
0000334,2,18.5301,41.091312,19.392897,17.91947,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",21,young adults,male,Islam,major accidents,hearing impairment
0000335,0,-3.5857487,-40.67394,19.595966,-34.646893,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",59,middle-aged,male,None,healthy,visual impairment
0000336,4,-64.35596,-6.745062,-65.622856,-33.154854,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[],6,children,male,None,healthy,intellectual disability
0000337,2,33.506157,17.91753,8.216814,-10.509699,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",40,middle-aged,male,Christianity,healthy,intellectual disability
0000338,2,18.856041,-3.2417688,30.971207,-2.0600324,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",54,middle-aged,female,Buddhism,major accidents,hearing impairment
0000339,0,-10.916198,-44.122013,8.216965,0.0045431643,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",29,young adults,female,None,healthy,healthy
0000340,4,-64.60306,5.101787,-46.07696,13.093892,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],12,children,male,Islam,healthy,healthy
0000341,2,16.779526,40.58942,18.330856,18.341578,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",23,young adults,male,Islam,natural disasters,intellectual disability
0000342,2,4.3408203,37.475628,30.987331,19.677582,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",37,middle-aged,female,Islam,depression,visual impairment
0000343,2,23.669844,19.180334,21.172365,11.854305,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",26,young adults,male,Christianity,depression,healthy
0000344,0,-0.59495527,-26.732218,21.31332,-16.052504,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']",45,middle-aged,female,None,anxiety,visual impairment
0000345,1,26.745846,-8.8259,20.0295,-9.561025,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",63,young elderly,female,Christianity,healthy,intellectual disability
0000346,0,0.2086179,-25.21948,20.804289,-18.154457,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",44,middle-aged,female,None,natural disasters,visual impairment
0000347,1,45.49705,-4.3855247,8.118128,-11.166259,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",60,young elderly,female,Islam,natural disasters,visual impairment
0000348,3,-27.461977,10.585423,-25.91968,19.805124,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",14,adolescents,male,Christianity,healthy,hearing impairment
0000349,3,-23.790737,-6.887425,-11.020575,0.18531364,"['Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Violence']",18,adolescents,male,None,depression,visual impairment
0000350,2,17.036797,5.5017214,21.53667,17.055761,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",33,young adults,female,Christianity,anxiety,healthy
0000351,3,-21.47074,8.817425,-23.193855,19.887218,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",15,adolescents,male,Christianity,anxiety,intellectual disability
0000352,3,-7.0534234,24.65246,-4.46622,41.99894,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",19,adolescents,female,Islam,healthy,intellectual disability
0000353,3,-28.048038,-3.7855613,-36.41704,1.8959584,['Sexuality'],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']",14,adolescents,male,None,healthy,hearing impairment
0000354,0,-0.83325905,-27.080269,20.700628,-16.332382,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']",48,middle-aged,female,None,anxiety,hearing impairment
0000355,2,1.889885,33.077065,17.004293,30.226393,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",22,young adults,female,Islam,natural disasters,intellectual disability
0000356,1,19.716917,-33.487305,10.292904,-44.37917,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",97,long-lived elderly,male,None,healthy,healthy
0000357,3,-11.494967,14.498963,-27.71613,32.944798,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",13,adolescents,female,Buddhism,healthy,healthy
0000358,2,25.181719,18.25608,17.897604,6.362159,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",28,young adults,male,Christianity,anxiety,intellectual disability
0000359,3,-19.596478,6.612756,-12.603323,19.40009,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",16,adolescents,male,Buddhism,depression,intellectual disability
0000360,4,-57.343513,-8.697397,-60.37993,-5.2414,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",11,children,female,None,healthy,healthy
0000361,4,-67.8628,0.06792391,-52.424282,-20.458359,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],10,children,male,Christianity,healthy,visual impairment
0000362,4,-67.06274,1.6973276,-50.850872,-5.4577217,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],11,children,male,Christianity,healthy,hearing impairment
0000363,3,-4.047699,13.241688,-20.394375,34.202545,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",15,adolescents,female,Christianity,anxiety,healthy
0000364,2,38.832855,18.825678,22.044676,4.522413,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",33,young adults,male,Buddhism,healthy,healthy
0000365,0,-15.564969,-24.588985,-22.446266,-7.1478534,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']",30,young adults,female,None,depression,healthy
0000366,1,23.363413,-11.128833,25.649714,-25.783794,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",85,elderly,female,Buddhism,natural disasters,healthy
0000367,3,-30.50158,11.018826,-8.403829,20.820522,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",19,adolescents,male,Christianity,healthy,healthy
0000368,2,23.539358,19.242996,21.765278,11.433364,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",26,young adults,male,Christianity,depression,healthy
0000369,1,16.15609,-37.032333,18.019209,-40.00539,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",62,young elderly,male,None,natural disasters,healthy
0000370,2,18.708681,37.39752,25.912872,18.598906,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",33,young adults,male,Islam,anxiety,healthy
0000371,3,-11.076287,14.598311,-23.503782,34.14866,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",14,adolescents,female,Buddhism,healthy,healthy
0000372,1,38.8656,-13.084963,24.513357,-33.22398,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate']",82,elderly,male,Buddhism,anxiety,visual impairment
0000373,3,-7.706196,7.2802615,0.54352015,25.148115,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']",18,adolescents,female,Buddhism,war,visual impairment
